hgvsg	cadd_consscore	cadd_rawscore	dbnsfp_bayesdel_add_af_rankscore	dbnsfp_bayesdel_no_af_rankscore	dbnsfp_bstatistic_converted_rankscore	dbnsfp_clinpred_rankscore	dbnsfp_dann_rankscore	dbnsfp_deogen2_rankscore	dbnsfp_eigen_raw_coding_rankscore	dbnsfp_eigen_pc_raw_coding_rankscore	dbnsfp_fathmm_converted_rankscore	dbnsfp_fathmm_mkl_coding_rankscore	dbnsfp_fathmm_xf_coding_rankscore	dbnsfp_genocanyon_rankscore	dbnsfp_gerp___rs_rankscore	dbnsfp_gm12878_fitcons_rankscore	dbnsfp_h1_hesc_fitcons_rankscore	dbnsfp_huvec_fitcons_rankscore	dbnsfp_integrated_fitcons_rankscore	dbnsfp_list_s2_rankscore	dbnsfp_lrt_converted_rankscore	dbnsfp_metalr_rankscore	dbnsfp_metarnn_rankscore	dbnsfp_metasvm_rankscore	dbnsfp_mpc_rankscore	dbnsfp_mutationassessor_rankscore	dbnsfp_mutationtaster_converted_rankscore	dbnsfp_phastcons_100way_vertebrate_rankscore	dbnsfp_phastcons_17way_primate_rankscore	dbnsfp_phastcons_30way_mammalian_rankscore	dbnsfp_phylop_100way_vertebrate_rankscore	dbnsfp_phylop_17way_primate_rankscore	dbnsfp_phylop_30way_mammalian_rankscore	dbnsfp_polyphen2_hdiv_rankscore	dbnsfp_polyphen2_hvar_rankscore	dbnsfp_primateai_rankscore	dbnsfp_provean_converted_rankscore	dbnsfp_revel_rankscore	dbnsfp_sift_converted_rankscore	dbnsfp_sift4g_converted_rankscore	dbnsfp_siphy_29way_logodds_rankscore	dbnsfp_siphy_29way_logodds_score	dbnsfp_vest4_rankscore	evs_grantham_score	mutdb_mutpred_score	gnomad_exome_af	gnomad_genome_af	civic_actionscore	civic_clinvar_cnt	exac_nontcga_af	exac_af	clinvar_accession	clinvar_sig	clinvar_origin	clinvar_name	clinvar_accession_0	clinvar_sig_0	clivar_origin_0	clinvar_name_0	clinvar_accession_1	clinvar_sig_1	clivar_origin_1	clinvar_name_1	clinvar_accession_2	clinvar_sig_2	clivar_origin_2	clinvar_name_2	clinvar_accession_3	clinvar_sig_3	clivar_origin_3	clinvar_name_3	dbnsfp_clinvar_sig
chr13:g.32893387T>A		6.138785	0.50715	0.64076	0.3561	0.34939	0.51645		0.80662	0.82106	0.03435	0.87202	0.53218	0.74766	0.88346	0.49859	0.6058	0.09195	0.10046		0.62929	0.17952	0.69483	0.00101	0.07944		0.41036	0.71638	0.54328	0.86279	0.65897	0.62972	0.64695			0.37517	0.36787	0.62838	0.91255	0.92824	0.82291	16.2484	0.73285		0.568	2.38698e-05				1.883e-05	2.471e-05					RCV000031366	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000043988	Conflicting interpretations of pathogenicity	germline	Hereditary breast ovarian cancer syndrome	RCV000217504	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000586268	Uncertain significance	germline	not provided	Conflicting_interpretations_of_pathogenicity
chr13:g.32893387T>G		4.506934	0.71196	0.71827	0.3561	0.61915	0.50962		0.80662	0.82106	0.03435	0.87481	0.53796	0.74766	0.88346	0.49859	0.6058	0.09195	0.10046		0.62929	0.17952	0.68387	0.00067	0.04909		0.42649	0.71638	0.54328	0.86279	0.65897	0.62972	0.64695			0.34346	0.41809	0.65126	0.91255	0.92824	0.82291	16.2484	0.71942	50	-1.0	7.95659e-06				1.883e-05	1.647e-05					RCV000525981	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000562958	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr13:g.32893423T>C		6.155579	0.54785	0.54195	0.3561	0.62333	0.94989		0.76386	0.7676	0.02791	0.71481	0.50515	0.74766	0.88346	0.49859	0.076	0.67416	0.46895		0.62929	0.13242	0.58926	0.00941	0.19701		0.36356	0.42656	0.28814	0.33037	0.54129	0.62972	0.64695			0.17691	0.31778	0.3358	0.7849	0.92824	0.52148	11.9342	0.54671			3.98187e-06				9.415e-06	8.237e-06					RCV000509719	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001061330	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr13:g.32893426C>G		3.317899	0.25891	0.44021	0.3561	0.44279	0.70336		0.64594	0.65101	0.0143	0.58312	0.25452	0.74766	0.6188	0.49859	0.076	0.67416	0.46895		0.4913	0.03996	0.44682	0.40955	0.0233		0.35723	0.71638	0.33718	0.42355	0.40709	0.4025	0.45946			0.11733	0.46503	0.338	0.63226	0.54159	0.42887	10.3107	0.31365			3.98276e-06				9.416e-06	8.237e-06																					
chr13:g.32893427C>A		6.666485	0.45111	0.54035	0.3561	0.54912	0.81914		0.80504	0.8252	0.01516	0.68176	0.38653	0.74766	0.88346	0.49859	0.076	0.67416	0.46895		0.4913	0.11176	0.55398	0.00131	0.17771		0.41116	0.71638	0.34357	0.45031	0.4699	0.4025	0.45946			0.15413	0.50666	0.52768	0.91255	0.83351	0.98202	20.181	0.40765			3.98279e-06				9.416e-06	8.237e-06																					
chr13:g.32893434_32893439del																																															3.18329e-05									RCV000113364	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000204993	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000589249	Uncertain significance	germline	not provided	RCV001016936	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	
chr13:g.32893450del																																														3.99224e-06																										
chr13:g.32893462G>A	7	3.721165	0.39168	0.47351	0.3561	0.31064	0.95491		0.46879	0.44729	0.00999	0.38728	0.33711	0.4628	0.36691	0.49859	0.076	0.67416	0.46895		0.29815	0.01261	0.46299	0.44109	0.08657		0.26621	0.33123	0.36634	0.25455	0.33637	0.7674	0.78918			0.26067	0.37566	0.31079	0.31532	0.3333	0.22096	6.64	0.65501			4.005e-06										RCV000164444	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000637554	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001193279	Uncertain significance	germline	not specified	RCV001729420	Likely pathogenic	maternal	Fanconi anemia complementation group D1	Conflicting_interpretations_of_pathogenicity
chr13:g.32899211A>G			0.757	0.75384	0.42639		0.48181		0.91686	0.83884		0.51305		0.74766	0.89031	0.03286	0.03266	0.02979	0.02776								0.81001	0.71638	0.25224	0.43061	0.49927	0.87719	0.88494								0.54602	12.3747				3.99763e-06						RCV000497962	Likely pathogenic	germline	not provided																	Likely_pathogenic
chr13:g.32899216G>C	7	0.321149	0.24862	0.4297	0.42639	0.03505	0.17096		0.15932	0.19898	0.00703	0.28584	0.15925	0.44867	0.3407	0.49859	0.6058	0.67416	0.46895		0.13336	0.00676	0.32542	0.48408	0.02262		0.25024	0.40164	0.19568	0.2806	0.42272	0.07158	0.17108			0.11637	0.21215	0.49871	0.36509	0.41742	0.13403	4.9586	0.29313			3.9931e-06										RCV001019242	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001860939	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002250715	Uncertain significance	germline	Familial cancer of breast					Uncertain_significance
chr13:g.32899218A>C	7	0.014055	0.00604	0.21953	0.42639	0.00189	0.25199		0.17017	0.19208	0.00726	0.25303	0.11951	0.44625	0.33092	0.49859	0.6058	0.67416	0.46895		0.05426	0.00961	0.00912	0.48873	0.02037		0.19072	0.29322	0.16646	0.22031	0.25147	0.87719	0.14683			0.14459	0.1867	0.5709	0.29158	0.50809	0.13458	4.97	0.33578	68	0.118	6.78572e-05	0.000477677			8.474e-05	7.413e-05					RCV000113415	Benign	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000131576	Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000168534	Benign	germline	not specified	RCV000590284	Conflicting interpretations of pathogenicity	germline	not provided	Benign
chr13:g.32899219A>C	7	0.877852	0.30045	0.29092	0.42639	0.06923	0.26976		0.18615	0.20652	0.00695	0.28294	0.12916	0.51787	0.49319	0.49859	0.6058	0.67416	0.46895		0.05426	0.01092	0.2829	0.49122	0.05126		0.19072	0.26471	0.13613	0.18435	0.27486	0.17342	0.11844			0.15781	0.16393	0.5709	0.29823	0.34959	0.31367	8.3343	0.32148				3.18431e-05									RCV000221745	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001361610	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr13:g.32899219A>G	7	1.383582	0.02389	0.23461	0.42639	0.01424	0.07757		0.18208	0.20373	0.00695	0.28125	0.12716	0.51787	0.49319	0.49859	0.6058	0.67416	0.46895		0.05426	0.01059	0.13893	0.49088	0.02775		0.18198	0.26471	0.13613	0.18435	0.27486	0.17342	0.11844			0.12854	0.14193	0.42761	0.38407	0.25135	0.31367	8.3343	0.13198		0.145	3.1929e-05				2.825e-05	2.471e-05					RCV000077298	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000166938	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000221445	Uncertain significance	germline	not provided	RCV000315720	Uncertain significance	germline	Fanconi anemia complementation group D1	Uncertain_significance
chr13:g.32899221G>A	7	-2.132655	0.11211	0.19079	0.42639	0.00187	0.01674		0.00529	0.00742	0.00687	0.0164	0.00489	0.74766	0.01247	0.49859	0.6058	0.67416	0.46895		0.04556	0.00348	0.04341	0.4838	0.01848		0.08975	0.06391	0.07323	0.13148	0.05512	0.01134	0.01943			0.08984	0.07736	0.67142	0.02698	0.06533	0.40804	9.9502	0.07398			3.99052e-06										RCV001180778	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001201179	Uncertain significance	germline	not specified									Uncertain_significance
chr13:g.32899231G>A	7	-0.140105	0.228	0.2179	0.42639	0.47367	0.17957		0.11276	0.11271	0.00718	0.05015	0.03109	0.40607	0.12121	0.49859	0.12158	0.67416	0.46895		0.18928	0.00929	0.2327	0.45168	0.02023		0.08975	0.1704	0.07323	0.1436	0.13919	0.13314	0.24853			0.09016	0.11008	0.59007	0.17126	0.1176	0.13526	4.9837	0.08227			3.98635e-06				9.416e-06	8.237e-06	RCV000475941	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome																	Uncertain_significance
chr13:g.32899239A>G	7	1.937178	0.49074	0.49935	0.42639	0.22974	0.71583		0.2616	0.25995	0.00718	0.28308	0.18363	0.45129	0.34576	0.49859	0.6058	0.67416	0.46895		0.13622	0.01192	0.40066	0.45056	0.02765		0.18612	0.31627	0.18829	0.21622	0.41039	0.87719	0.88494			0.19251	0.2446	0.3358	0.59928	0.39799	0.17232	5.7162	0.44187		0.295	7.968e-06										RCV000113438	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000129695	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000235137	Uncertain significance	germline	not specified	RCV000586594	Uncertain significance	germline	not provided	Conflicting_interpretations_of_pathogenicity
chr13:g.32899246T>G	7	-2.758172	0.2023	0.29915	0.42639	0.01821	0.02393		0.00223	0.00297	0.00695	0.01845	0.00594	0.74766	0.01657	0.49859	0.6058	0.67416	0.46895		0.08159	0.00438	0.01985	0.44299	0.02243		0.08975	0.06391	0.07323	0.07038	0.01139	0.00582	0.01437			0.04016	0.07736	0.6867	0.05357	0.16865	0.06527	3.2869	0.18103			3.98368e-06				9.416e-06	8.237e-06																					
chr13:g.32899248C>A	7	-0.160373	0.3362	0.3271	0.42639	0.00134	0.01217		0.02528	0.03407	0.00605	0.05796	0.1153	0.43153	0.06107	0.7944	0.6058	0.67416	0.46895		0.0534	0.00378	0.12809	0.42994	0.04807		0.08975	0.06391	0.04165	0.01923	0.04795	0.03034	0.01317			0.00537	0.09297	0.60574	0.06913	0.07316	0.18629	5.9791	0.22486				3.18532e-05									RCV000985505	Uncertain significance	germline	not provided	RCV001858623	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002454232	Uncertain significance	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32899266A>C	7	-2.111495	0.2426	0.23257	0.42639	0.0855	0.02585		0.01352	0.01403	0.00593	0.05876	0.06855	0.74766	0.01229	0.7944	0.50148	0.67416	0.46895		0.0729	0.00438	0.08141	0.48094	0.01915		0.08975	0.06391	0.23184	0.08214	0.03635	0.87719	0.13241			0.11989	0.09965	0.60924	0.10245	0.04772	0.11088	4.4614	0.24758			3.98099e-06				9.416e-06	8.237e-06					RCV000031435	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000471655	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									Uncertain_significance
chr13:g.32899267T>C	7	-1.445983	0.40141	0.39329	0.42639	0.02769	0.00857		0.05211	0.06099	0.00616	0.08379	0.0328	0.40607	0.15704	0.7944	0.50148	0.67416	0.46895		0.0729	0.00707	0.14859	0.48399	0.02077		0.08975	0.06391	0.23893	0.09077	0.1612	0.11593	0.2114			0.18737	0.2359	0.61955	0.33923	0.2521	0.02326	1.5002	0.30118			3.98105e-06						RCV000527305	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome																	Uncertain_significance
chr13:g.32899279A>G	7	-0.242274	0.37968	0.37121	0.42639	0.01823	0.22216		0.04845	0.05658	0.00643	0.07144	0.04004	0.4187	0.07874	0.49859	0.50148	0.67416	0.46895		0.13623	0.00467	0.11912	0.45554	0.02143		0.08975	0.15269	0.32184	0.11198	0.16691	0.16847	0.05481			0.03464	0.15578	0.5534	0.289	0.4011	0.09869	4.1882	0.2158		0.153	3.98165e-06										RCV000044279	Uncertain significance	unknown	Hereditary breast ovarian cancer syndrome	RCV000113501	Uncertain significance	unknown	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000131922	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000586960	Uncertain significance	germline	not provided	Uncertain_significance
chr13:g.32899288C>A	7	2.626182	0.44877	0.44136	0.42639	0.14092	0.29837		0.23006	0.25834	0.00668	0.3331	0.20744	0.45458	0.35406	0.7944	0.50148	0.67416	0.46895		0.10544	0.00585	0.34895	0.51363	0.03065		0.21792	0.31706	0.35165	0.38101	0.29294	0.4025	0.45946			0.08654	0.21644	0.4542	0.39334	0.28669	0.16348	5.5454	0.22228			3.98378e-06																										
chr13:g.32899293C>A	7	5.300036	0.49829	0.49161	0.42639	0.48832	0.83047		0.70627	0.69759	0.02255	0.39438	0.32296	0.74766	0.93373	0.7944	0.50148	0.67416	0.46895		0.40219	0.10866	0.50404	0.00153	0.19233		0.30405	0.30988	0.42754	0.4621	0.44201	0.4025	0.45946			0.15281	0.45042	0.29403	0.65419	0.66756	0.76733	15.6391	0.41162			3.98606e-06										RCV000164580	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001299038	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001723734	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)					Uncertain_significance
chr13:g.32899293C>T	7	4.306094	0.33727	0.44277	0.42639	0.48968	0.8855		0.64448	0.64377	0.02234	0.34032	0.31859	0.74766	0.93373	0.7944	0.50148	0.67416	0.46895		0.40219	0.08778	0.36712	0.12439	0.18796		0.30619	0.30988	0.42754	0.4621	0.44201	0.4025	0.45946			0.12768	0.44284	0.28413	0.25979	0.62352	0.76733	15.6391	0.39356			3.98606e-06				9.416e-06	8.237e-06					RCV000530938	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001284419	Uncertain significance	unknown	not provided									Uncertain_significance
chr13:g.32899309G>A	7	1.746149	0.39355	0.38531	0.42639	0.17527	0.16966		0.21447	0.24652	0.00734	0.28792	0.13498	0.45458	0.17086	0.7944	0.50148	0.67416	0.46895		0.29259	0.00615	0.29539	0.48014	0.02442		0.24219	0.3063	0.61073	0.59523	0.16101	0.7674	0.2456			0.15646	0.38734	0.56294	0.24183	0.01155	0.01567	1.0946	0.33796			3.99581e-06						RCV000777381	Uncertain significance	germline	Hereditary cancer-predisposing syndrome																	Uncertain_significance
chr13:g.32899309G>T	7	3.554172	0.42609	0.41837	0.42639	0.32002	0.19794		0.26252	0.27561	0.00759	0.29782	0.20502	0.45458	0.17086	0.7944	0.50148	0.67416	0.46895		0.29259	0.00769	0.37219	0.47792	0.07881		0.25538	0.3063	0.61073	0.59523	0.16101	0.7674	0.2456			0.1005	0.4066	0.51417	0.24277	0.02331	0.01567	1.0946	0.48227			3.99581e-06										RCV000031463	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000129991	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000160017	Uncertain significance	germline	not provided	RCV000637505	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	Uncertain_significance
chr13:g.32899312T>G	7	5.481135	0.43286	0.52753	0.42639	0.4825	0.73099		0.58222	0.54998	0.00959	0.389	0.26908	0.51787	0.37357	0.7944	0.50148	0.67416	0.46895		0.2569	0.03448	0.49181	0.21005	0.18118		0.26581	0.3938	0.65344	0.65909	0.37234	0.62972	0.64695			0.26198	0.33401	0.28162	0.7849	0.65728	0.27793	7.7017	0.54671			4.00038e-06				9.416e-06	8.237e-06	RCV002333396	Uncertain significance	germline	Hereditary cancer-predisposing syndrome																	
chr13:g.32899321G>A	7	6.017505	0.12984	0.43227	0.42639	0.31055	0.70461		0.83176	0.86287	0.02767	0.54127	0.5656	0.74766	0.93373	0.7944	0.50148	0.67416	0.46895		0.8433	0.14509	0.46761	0.00042	0.18427		0.38218	0.71638	0.66497	0.86279	0.6301	0.7674	0.78918			0.29012	0.21215	0.40148	0.91255	0.92824	0.76733	15.6391	0.41557			3.21851e-05				4.709e-05	4.119e-05					RCV000258256	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000509645	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000548158	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000727660	Likely pathogenic	germline	not provided	Conflicting_interpretations_of_pathogenicity
chr13:g.32899322G>A			0.91422	0.91315	0.42639		0.64423		0.98709	0.98545		0.54127		0.74766	0.93373	0.03792	0.03266	0.02979	0.03765								0.81001	0.71638	0.61781	0.70432	0.6301	0.7674	0.78918								0.76733	15.6391				4.03649e-06										RCV000131929	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000258343	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV001053512	Likely pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV001543465	Likely pathogenic	germline	not provided	Pathogenic/Likely_pathogenic
chr13:g.32900240C>G	7	4.674699	0.21832	0.52604	0.43675	0.3451	0.75655		0.67608	0.6374	0.0881	0.68004	0.56375	0.74766	0.63897	0.7944	0.50148	0.67416	0.46895		0.62929	0.27777	0.53589	0.02566	0.18995		0.41137	0.383	0.29684	0.49151	0.64688	0.25583	0.32082			0.19918	0.50666	0.5065	0.91255	0.92824	0.89407	18.0925	0.60918			3.19109e-05	6.37959e-05									RCV000132345	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000590737	Uncertain significance	germline	not provided	RCV000637494	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001175343	Uncertain significance	germline	not specified	Uncertain_significance
chr13:g.32900249T>C	7	3.387002	0.49981	0.57243	0.43675	0.33761	0.73395		0.35473	0.31274	0.00864	0.39437	0.34963	0.74766	0.41982	0.7944	0.50148	0.67416	0.46895		0.18883	0.03315	0.36446	0.55432	0.07097		0.43118	0.32893	0.22707	0.28126	0.46601	0.46263	0.34733			0.36085	0.34397	0.45247	0.39334	0.44302	0.43049	10.3391	0.55366			3.98619e-06				9.42e-06	8.24e-06					RCV000129309	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000781114	Uncertain significance	germline	not specified	RCV000801053	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr13:g.32900252A>T	7	1.089249	0.39294	0.38468	0.43675	0.12292	0.14732		0.07656	0.07653	0.00703	0.11779	0.11334	0.4187	0.07849	0.7944	0.50148	0.67416	0.46895		0.14417	0.00646	0.42057	0.46492	0.04102		0.08975	0.19841	0.19607	0.16873	0.16476	0.82685	0.14348			0.01297	0.33798	0.45592	0.68238	0.63918	0.42107	10.1746	0.45803			7.96927e-06										RCV000031481	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000164577	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000482889	Uncertain significance	germline	not specified	RCV000589401	Uncertain significance	germline	not provided	Uncertain_significance
chr13:g.32900254T>A	7	-0.865662	0.3577	0.34891	0.43675	0.01771	0.01144		0.07173	0.06753	0.00616	0.06165	0.05094	0.43792	0.05459	0.7944	0.50148	0.67416	0.46895		0.07382	0.00832	0.33158	0.45362	0.02307		0.08975	0.06391	0.1925	0.127	0.164	0.46263	0.34733			0.11548	0.36586	0.57999	0.08685	0.06205	0.0859	3.8828	0.37197			3.98438e-06										RCV000806018	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002332646	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr13:g.32900264T>C	7	-0.866942	0.1806	0.4176	0.43675	0.04497	0.06936		0.09087	0.07247	0.00652	0.08436	0.0792	0.74766	0.02169	0.49859	0.50148	0.67416	0.46895		0.0582	0.00676	0.21648	0.47447	0.05439		0.08975	0.25187	0.38265	0.25422	0.23174	0.46263	0.14653			0.19771	0.17417	0.54358	0.11406	0.13103	0.03145	1.9418	0.42149			7.96648e-06				9.42e-06	8.24e-06					RCV000160021	Uncertain significance	germline	not provided	RCV000474713	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000663051	Uncertain significance	unknown	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV001022647	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	Uncertain_significance
chr13:g.32900266A>G	7	2.302175	0.50673	0.50018	0.43675	0.35967	0.45755		0.39139	0.34562	0.01178	0.55004	0.2994	0.74766	0.41607	0.49859	0.50148	0.67416	0.46895		0.37271	0.03054	0.40539	0.29459	0.15865		0.26663	0.71638	0.40252	0.34213	0.59475	0.82685	0.5451			0.27239	0.27052	0.42395	0.38407	0.42976	0.4617	10.8851	0.43417			3.98314e-06										RCV000240793	Uncertain significance	germline	Breast neoplasm	RCV000637659	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000777928	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV002288838	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	Uncertain_significance
chr13:g.32900273A>G	7	2.076109	0.37968	0.47703	0.43675	0.30405	0.31928		0.50361	0.48359	0.01205	0.44733	0.4077	0.74766	0.63897	0.49859	0.50148	0.67416	0.46895		0.62929	0.06473	0.54985	0.01657	0.02658		0.28605	0.71638	0.41881	0.5113	0.52678	0.82685	0.5451			0.26182	0.20791	0.39377	0.36709	0.92824	0.40416	9.8834	0.55019			3.98308e-06				9.42e-06	8.24e-06					RCV000240758	Uncertain significance	germline	Breast neoplasm	RCV001853356	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002327074	Uncertain significance	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32900276G>C	7	3.628893	0.51698	0.51059	0.43675	0.38362	0.27441		0.40621	0.35063	0.00874	0.48763	0.30164	0.43304	0.27189	0.49859	0.50148	0.67416	0.46895		0.39978	0.03492	0.57415	0.21266	0.19591		0.23323	0.71638	0.40195	0.44049	0.43517	0.09434	0.16738			0.31737	0.35792	0.42578	0.7849	0.41742	0.34175	8.8195	0.58202	71		3.98324e-06					8.24e-06					RCV000031497	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000160022	Uncertain significance	germline	not specified	RCV000199441	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000582907	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	Uncertain_significance
chr13:g.32900276G>T	7	4.287359	0.51809	0.51173	0.43675	0.47081	0.36358		0.42593	0.3634	0.00903	0.47761	0.32388	0.43304	0.27189	0.49859	0.50148	0.67416	0.46895		0.39978	0.03537	0.63357	0.46142	0.19841		0.3678	0.71638	0.40195	0.44049	0.43517	0.09434	0.16738			0.30085	0.45587	0.42943	0.7849	0.53426	0.34175	8.8195	0.60156			3.98324e-06										RCV000230247	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001723815	Uncertain significance	germline	not provided									Uncertain_significance
chr13:g.32900279_32900280insT																																															3.1837e-05																									
chr13:g.32900280T>G	7	-0.672538	0.24103	0.33857	0.43675	0.00373	0.00693		0.0524	0.10448	0.00584	0.3111	0.22916	0.41316	0.1604	0.49859	0.50148	0.67416	0.46895		0.06556	0.00255	0.11136	0.39143	0.01909		0.20694	0.36536	0.41478	0.47047	0.26979	0.06763	0.15528			0.07978	0.04613	0.68495	0.00964	0.01155	0.1736	5.7408	0.1034			3.98343e-06										RCV001304088	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002341605	Likely benign	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
